0.000000000	98
0.000000000	73
0.000000000	74
0.000000000	479
0.000489000	75
0.000822000	79
0.001085000	85
0.001832000	84
0.002634000	98
0.003098000	75
0.003263000	75
0.003485000	75
0.016505000	54
0.016792000	486
0.042662000	480
0.084197000	54
0.085311000	480
0.128027000	480
0.154118000	480
0.180259000	480
0.206410000	480
0.214341000	98
0.216984000	98
0.232608000	480
0.258718000	480
0.284844000	480
0.310989000	480
0.337137000	480
0.363280000	480
0.389438000	480
0.415578000	480
0.441720000	480
0.467905000	480
0.494025000	480
0.520164000	480
0.546305000	480
0.572461000	480
0.598629000	480
0.624720000	480
0.650875000	480
0.677024000	480
0.703187000	479
0.729324000	480
0.755442000	480
0.781675000	480
0.807771000	480
0.833921000	480
0.860101000	480
0.886190000	480
0.887726000	98
0.889746000	98
0.912355000	480
0.938464000	480
0.964618000	480
0.990755000	480
1.001759000	98
1.004372000	98
1.016896000	480
1.043127000	480
1.055246000	74
1.069246000	480
1.071682000	54
1.071741000	501
1.095349000	480
1.121488000	480
1.128477000	54
1.137865000	74
1.147650000	480
1.152587000	54
1.152799000	531
1.173775000	480
1.199919000	480
1.216135000	98
1.218834000	98
1.226083000	480
1.238463000	54
1.238605000	54
1.238678000	54
1.238797000	54
1.238919000	54
1.238994000	54
1.239067000	54
1.239147000	54
1.239214000	54
1.239290000	54
1.239363000	54
1.251647000	54
1.252196000	480
1.278371000	480
1.285144000	74
1.285234000	74
1.287748000	54
1.287900000	559
1.297129000	54
1.297173000	54
1.297770000	54
1.297843000	54
1.297893000	54
1.297937000	54
1.297976000	54
1.301116000	54
1.301277000	778
1.304488000	480
1.330630000	479
1.356520000	54
1.356639000	54
1.356719000	54
1.356760000	54
1.356783000	480
1.356799000	54
1.356877000	54
1.357062000	54
1.357440000	54
1.357564000	54
1.357641000	54
1.372277000	54
1.372413000	54
1.372470000	54
1.372536000	54
1.380619000	54
1.380735000	54
1.380803000	54
1.380842000	54
1.382936000	480
1.387956000	74
1.390377000	54
1.390706000	626
1.397272000	54
1.397383000	54
1.403761000	74
1.406508000	54
1.406545000	468
1.409111000	480
1.411636000	54
1.411856000	827
1.428503000	440
1.435246000	480
1.444168000	54
1.444349000	54
1.444380000	54
1.444486000	54
1.444569000	54
1.444674000	54
1.444872000	54
1.445981000	54
1.461380000	480
1.471555000	54
1.474594000	54
1.475571000	54
1.477515000	54
1.487511000	480
1.493949000	54
1.494612000	54
1.502907000	74
1.505614000	54
1.506193000	464
1.509888000	54
1.513653000	480
1.539813000	480
1.565979000	480
1.592075000	480
1.594641000	74
1.597291000	54
1.597448000	773
1.601565000	54
1.607961000	617
1.611020000	550
1.618250000	480
1.622635000	74
1.623719000	54
1.625031000	54
1.625208000	440
1.626474000	54
1.626524000	54
1.626670000	54
1.626710000	54
1.626902000	54
1.627033000	54
1.627095000	54
1.627225000	54
1.627865000	54
1.627908000	54
1.631211000	54
1.631246000	54
1.631343000	54
1.631379000	54
1.638620000	54
1.638658000	54
1.638686000	54
1.638793000	54
1.638973000	54
1.639093000	54
1.639127000	54
1.644373000	480
1.670528000	480
1.696652000	480
1.722818000	480
1.748949000	480
1.775090000	480
1.801223000	480
1.827382000	480
1.853538000	480
1.879678000	480
1.889583000	98
1.891620000	98
1.905832000	480
1.931952000	480
1.958119000	480
1.984249000	479
2.003506000	98
2.006127000	98
2.010430000	480
2.036577000	480
2.062707000	480
2.088831000	480
2.115015000	480
2.141112000	480
2.167265000	480
2.193411000	480
2.217722000	98
2.219560000	480
2.220361000	98
2.245692000	480
2.271846000	480
2.297984000	480
2.324150000	480
2.350275000	480
2.376437000	480
2.402559000	480
2.428710000	480
2.454853000	480
2.480983000	480
2.507134000	480
2.533276000	480
2.559434000	480
2.585573000	480
2.611748000	479
2.637856000	480
2.664015000	480
2.690154000	480
2.716369000	480
2.742449000	480
2.768628000	480
2.779006000	919
2.794735000	480
2.820896000	480
2.847015000	480
2.855804000	54
2.856679000	74
2.859441000	54
2.859998000	577
2.873154000	480
2.890847000	98
2.892904000	98
2.899314000	480
2.925494000	480
2.951594000	480
2.977734000	480
3.003901000	480
3.005249000	98
3.007937000	98
3.030044000	480
3.056173000	480
3.082314000	480
3.108476000	480
3.134632000	480
3.157367000	54
3.157505000	54
3.157632000	54
3.157733000	54
3.157924000	54
3.158091000	54
3.158202000	54
3.158304000	54
3.158405000	54
3.158481000	54
3.158555000	54
3.160796000	480
3.165312000	54
3.165352000	54
3.176825000	74
3.178710000	74
