45719	74
80	60
45719	54
45719	486
80	60
80	530
45719	54
53600	74
80	60
53600	54
53600	501
80	60
80	1325
53600	54
59583	74
80	60
59583	54
59583	531
80	60
80	1514
59583	54
80	1430
59583	54
80	1514
59583	54
80	1514
59583	54
80	138
59583	54
80	1514
59583	54
80	1514
59583	54
80	1514
59583	54
80	1514
59583	54
80	1136
59583	54
80	1472
59583	54
80	702
59583	54
57435	74
59585	74
80	60
57435	54
57435	559
80	60
80	1514
57435	54
80	1430
57435	54
80	1514
57435	54
80	1514
57435	54
80	1514
57435	54
80	1514
57435	54
80	1490
57435	54
80	60
59585	54
59585	778
80	60
80	1514
59585	54
80	1430
59585	54
80	1514
59585	54
80	1430
59585	54
80	1514
59585	54
80	1430
59585	54
80	1472
59585	54
80	1514
59585	54
80	1514
59585	54
80	1388
59585	54
80	1514
59585	54
80	1430
59585	54
80	1514
59585	54
80	341
59585	54
80	1514
59583	54
80	1514
59583	54
80	1388
59583	54
80	1013
59583	54
38328	74
80	60
38328	54
38328	626
80	60
80	1514
38328	54
80	1175
38328	54
34089	74
80	60
34089	54
34089	468
80	60
80	696
34089	54
59585	827
80	60
34089	440
80	60
80	740
80	1514
59585	54
80	1514
59585	54
80	1388
80	1472
80	1472
59585	54
59585	54
59585	54
80	1514
80	1514
80	1388
59585	54
80	1514
59585	54
80	1430
80	1472
80	1514
80	1430
80	1514
80	1430
59585	54
34089	54
80	1514
80	1514
59585	54
80	1388
80	1514
80	1430
80	1472
80	1472
80	1514
80	1430
80	1472
59585	54
80	1514
80	1430
80	1514
80	1514
80	1388
80	1514
80	1430
80	1514
80	1430
80	1514
80	1430
80	1472
59585	54
80	1514
80	1514
59585	54
80	1388
80	1514
80	1123
59585	54
36468	74
80	60
36468	54
36468	464
80	60
80	643
36468	54
43266	74
80	60
43266	54
43266	773
80	60
80	194
43266	54
59583	617
80	60
57435	550
80	60
51248	74
80	1435
59583	54
80	60
51248	54
51248	440
80	60
80	1514
57435	54
80	1430
57435	54
80	1514
57435	54
80	1430
57435	54
80	1472
57435	54
80	1472
57435	54
80	1472
57435	54
80	1472
57435	54
80	1514
57435	54
80	1430
57435	54
80	1514
57435	54
80	1430
57435	54
80	1514
57435	54
80	998
57435	54
80	1514
51248	54
80	1490
